AppId,StartTime,EndTime,Id,Time,Duration,Revenue
Dotyk.Application.News,2018-02-01T10:09:20.307Z,2018-02-01T10:09:20.307Z,0d8b4f17-2400-4a36-82a9-fa5d1b68b420,10.15,0.0,129.0
Dotyk.Application.News,2018-02-01T10:38:24.2228784Z,2018-02-01T10:56:12.747Z,9fb52ee5-a988-4e88-a5e8-7f17737218c6,10.63,17.81,175.0
Dotyk.Application.News,2018-02-01T14:34:37.9298412Z,2018-02-01T15:45:04.328Z,403590d5-7ac7-4945-a964-c0adb7186a88,14.57,70.44,19.0
Dotyk.Application.News,2018-02-01T16:11:48.5615712Z,2018-02-01T16:12:02.558Z,f61f1e45-667d-4aee-96da-8003e9ee6c48,16.18,0.23,19.0
Dotyk.Application.News,2018-02-01T16:30:04.4818992Z,2018-02-01T16:30:12.91Z,e4a06d78-cf2f-47d0-be75-c65184e14c19,16.5,0.14,115.0
Dotyk.Application.News,2018-02-01T18:43:12.7732366Z,2018-02-01T18:44:05.887Z,428d8da2-7556-488e-a780-91e062810f7a,18.72,0.89,129.0
Dotyk.Application.News,2018-02-02T16:12:09.4685684Z,2018-02-02T16:12:59.931Z,f9148929-d9be-490f-984d-b41ad33f1ee0,16.2,0.84,52.0
Dotyk.Application.News,2018-02-02T16:59:28.4039644Z,2018-02-02T16:59:57.431Z,7d9f5996-cfd3-42d2-9973-c378e9130c4b,16.98,0.48,98.0
Dotyk.Application.News,2018-02-02T17:01:59.8312738Z,2018-02-02T17:02:36.367Z,b4e81a6e-f3d8-4e0a-943e-a399a02f0859,17.02,0.61,45.0
Dotyk.Application.News,2018-02-02T17:05:38.4866693Z,2018-02-02T17:05:45.095Z,d76956e3-1094-47c3-92e3-16bfd7d084d6,17.08,0.11,25.0
Dotyk.Application.News,2018-02-02T18:07:31.5529952Z,2018-02-02T18:08:00.547Z,c0680982-35bd-4d07-8797-af1d4d9f8de7,18.12,0.48,52.0
Dotyk.Application.News,2018-02-02T19:02:39.5963326Z,2018-02-02T19:02:57.593Z,8a436147-1e2f-4630-a54d-371517f80b00,19.03,0.3,115.0
Dotyk.Application.News,2018-02-02T19:35:54.4318931Z,2018-02-02T19:36:26.638Z,cfbc6f3b-0422-46b4-ac6b-25039fb9c75d,19.58,0.54,155.0
Dotyk.Application.News,2018-02-02T21:18:00.2255797Z,2018-02-02T21:19:22.173Z,9fb78c1c-92b6-497e-bfe1-db5377ab78d0,21.3,1.37,155.0
Dotyk.Application.News,2018-02-03T09:14:36.9408262Z,2018-02-03T09:14:44.165Z,d11374eb-05a5-4b77-90de-f87e300a9e4a,9.23,0.12,132.0
Dotyk.Application.News,2018-02-03T09:19:26.2076415Z,2018-02-03T09:20:04.556Z,3ea3f16e-878a-4da3-99e6-092b374d021a,9.32,0.64,380.0
Dotyk.Application.News,2018-02-03T09:26:47.5022013Z,2018-02-03T09:27:11.108Z,7f142117-695e-4943-a5e6-50ed3ddf7abb,9.43,0.39,380.0
Dotyk.Application.News,2018-02-03T09:33:18.405906Z,2018-02-03T09:34:18.576Z,78267fef-07e7-42e0-9d5c-e1e7d7ecee28,9.55,1.0,380.0
Dotyk.Application.News,2018-02-03T09:34:25.2135181Z,2018-02-03T09:36:18.791Z,812274be-7462-4d55-a54f-29a0caf0f397,9.57,1.89,380.0
Dotyk.Application.News,2018-02-03T09:34:42.9741012Z,2018-02-03T10:51:20.497Z,3daf5bec-25b0-4edc-b611-9e697b2c6e2b,9.57,76.63,132.0
Dotyk.Application.News,2018-02-03T09:45:34.1912365Z,2018-02-03T09:46:01.279Z,a156a52b-a7cd-4ac9-8386-06e72cea7269,9.75,0.45,380.0
Dotyk.Application.News,2018-02-03T09:48:24.144191Z,2018-02-03T09:48:43.568Z,bed82dea-417e-4248-a668-de00a3839cba,9.8,0.32,380.0
Dotyk.Application.News,2018-02-03T09:49:02.8974443Z,2018-02-03T09:49:08.91Z,56879572-66fa-490c-9a74-efcb998544bf,9.82,0.1,380.0
Dotyk.Application.News,2018-02-03T11:03:24.3472482Z,2018-02-03T11:13:04.386Z,648dde98-a152-4450-acf1-1e6237fcf87e,11.05,9.67,132.0
Dotyk.Application.News,2018-02-03T12:07:27.3148602Z,2018-02-03T12:07:32.829Z,08388dfe-881d-47b2-9c26-76a72badb956,12.12,0.09,25.0
Dotyk.Application.News,2018-02-03T12:25:44.4401134Z,2018-02-03T12:26:56.553Z,c4c3d1da-1efb-4bd9-ab56-fe332d9d0126,12.42,1.2,105.0
Dotyk.Application.News,2018-02-03T13:42:35.1587353Z,2018-02-03T13:42:39.399Z,cacee360-251d-46e8-a6b2-df652d1bb5cb,13.7,0.07,105.0
Dotyk.Application.News,2018-02-03T14:54:29.5005501Z,2018-02-03T14:54:45.745Z,99f5e570-1035-4af1-955b-b25327665177,14.9,0.27,165.0
Dotyk.Application.News,2018-02-03T16:08:02.1047334Z,2018-02-03T16:08:09.382Z,b008e234-8623-4490-90b6-689978727edb,16.13,0.12,105.0
Dotyk.Application.News,2018-02-03T16:48:47.6723807Z,2018-02-03T16:56:04.818Z,dce729a7-e555-4da6-b7bb-7340e4b799d7,16.8,7.29,92.0
Dotyk.Application.News,2018-02-03T18:01:07.0128381Z,2018-02-03T18:10:44.535Z,691d125f-523b-48ec-866a-11072cd34fea,18.02,9.63,92.0
Dotyk.Application.News,2018-02-04T10:01:54.325091Z,2018-02-04T10:02:33.174Z,602c2ed7-0448-4c92-b9cb-e3c7950ba6cf,10.02,0.65,109.0
Dotyk.Application.News,2018-02-04T10:02:16.0898744Z,2018-02-04T10:02:36.935Z,32cbb861-c8ea-4f4a-9803-02b5bbc55418,10.03,0.35,109.0
Dotyk.Application.News,2018-02-04T11:23:47.1466233Z,2018-02-04T11:25:47.351Z,13724626-12e7-42f6-8ab4-8b7048cdb33b,11.38,2.0,109.0
Dotyk.Application.News,2018-02-04T11:23:58.1099874Z,2018-02-04T11:24:44.07Z,359a82cb-8526-4882-8953-533caf9e8d3e,11.38,0.77,45.0
Dotyk.Application.News,2018-02-04T11:24:06.1481322Z,2018-02-04T11:25:08.813Z,196ed726-b1d2-4295-a4b1-b565756f36c6,11.4,1.04,109.0
Dotyk.Application.News,2018-02-04T11:47:36.2383714Z,2018-02-04T11:47:40.228Z,4c34751e-bf55-4edc-bc9f-416665f284fb,11.78,0.07,132.0
Dotyk.Application.News,2018-02-04T11:49:06.5689541Z,2018-02-04T11:49:14.274Z,22465bcc-eb04-46a3-b769-de9eb6a62d27,11.82,0.13,185.0
Dotyk.Application.News,2018-02-04T12:02:44.1311544Z,2018-02-04T12:42:24.962Z,cd3faf34-3a7e-48d1-b4a6-60e7cf548ce3,12.03,39.68,115.0
Dotyk.Application.News,2018-02-04T12:29:13.1493132Z,2018-02-04T12:29:33.923Z,18b6b9c6-359c-4b43-8761-f67ec3ee129d,12.48,0.35,72.0
Dotyk.Application.News,2018-02-04T13:33:36.6929893Z,2018-02-04T13:34:01.218Z,2ed0cad8-4f12-49a1-bc35-96ade825f5d7,13.55,0.41,185.0
Dotyk.Application.News,2018-02-04T15:25:08.6996929Z,2018-02-04T15:25:38.617Z,fb682d59-851b-4b9c-8849-927429340a8d,15.42,0.5,115.0
Dotyk.Application.News,2018-02-04T16:02:20.4373368Z,2018-02-04T16:02:32.432Z,7411c123-0bb6-4f70-853f-339da8610420,16.03,0.2,45.0
Dotyk.Application.News,2018-02-04T16:42:39.1158101Z,2018-02-04T16:43:36.519Z,02848ebd-0a50-40f8-a4cd-71ca5ed9bb9d,16.7,0.96,38.0
Dotyk.Application.News,2018-02-04T16:55:52.5339442Z,2018-02-04T16:56:36.052Z,8b38a2db-e05b-430a-b48a-a77c13c8886b,16.92,0.73,165.0
Dotyk.Application.News,2018-02-04T17:36:25.1406255Z,2018-02-04T17:36:34.091Z,d722b476-1818-4fb7-b88c-c69a01e55122,17.6,0.15,45.0
Dotyk.Application.News,2018-02-04T18:01:33.2675521Z,2018-02-04T18:02:28.286Z,47dae6fa-1305-4c66-88bb-1261a992873a,18.02,0.92,115.0
Dotyk.Application.News,2018-02-04T18:04:15.0742408Z,2018-02-04T18:04:28.153Z,a0b796e5-d5c7-4a45-9a7f-f5283c41f055,18.07,0.22,115.0
Dotyk.Application.News,2018-02-04T18:04:31.5174779Z,2018-02-04T18:04:39.514Z,9e2065f1-671d-406a-8f52-f902d99073b0,18.07,0.13,109.0
Dotyk.Application.News,2018-02-04T18:59:36.453013Z,2018-02-04T19:00:11.62Z,a10000ee-ec69-4beb-9dbf-b8573d1951aa,18.98,0.59,165.0
Dotyk.Application.News,2018-02-04T18:59:44.4578276Z,2018-02-04T19:00:06.288Z,c030ef79-1d22-48b2-ba78-7029916c9b7b,18.98,0.36,111.0
Dotyk.Application.News,2018-02-04T19:04:12.1207729Z,2018-02-04T19:05:17.833Z,c86346d6-a412-4686-97eb-dc7cf06ef2bf,19.07,1.1,38.0
Dotyk.Application.News,2018-02-05T17:15:06.0313982Z,2018-02-05T17:15:09.199Z,e82e757e-f38c-4860-b0f5-314be0daf0f6,17.25,0.05,89.0
Dotyk.Application.News,2018-02-05T17:51:17.9074463Z,2018-02-05T17:51:53.77Z,747b8738-4e92-4e9e-b2f5-f3214f834c23,17.85,0.6,142.0
Dotyk.Application.News,2018-02-05T18:02:16.4276114Z,2018-02-05T18:02:41.997Z,6ec5ad54-6cd6-4582-9555-c2cfd22b2098,18.03,0.43,89.0
Dotyk.Application.News,2018-02-05T18:08:19.9357936Z,2018-02-05T18:08:23.734Z,ef77d850-7b09-4812-8f73-1dcb184736f7,18.13,0.06,89.0
Dotyk.Application.News,2018-02-06T11:35:27.6181557Z,2018-02-06T11:35:48.732Z,3a3a96ae-d511-41a1-bd9e-34f313bee672,11.58,0.35,105.0
Dotyk.Application.News,2018-02-06T14:38:46.1454875Z,2018-02-06T14:40:11.143Z,467ef89f-29a5-491f-9388-7d8c335735a4,14.63,1.42,33.0
Dotyk.Application.News,2018-02-06T15:27:58.4355632Z,2018-02-06T17:21:50.681Z,d89c7909-64ed-4a40-9c91-208fc46e7c85,15.45,113.87,65.0
Dotyk.Application.News,2018-02-06T15:48:55.6572816Z,2018-02-06T19:05:35.456Z,be95370a-5105-4ab0-a977-8c75a4340b77,15.8,196.66,58.0
Dotyk.Application.News,2018-02-06T16:14:13.2911643Z,2018-02-06T17:06:23.18Z,7f82befb-a6d1-4a68-8be8-17e28c00bba1,16.23,52.16,37.0
Dotyk.Application.News,2018-02-06T16:45:09.6053673Z,2018-02-06T16:45:17.288Z,1a72ef1b-a83d-42f0-a889-c6923c54ede6,16.75,0.13,142.0
Dotyk.Application.News,2018-02-06T16:46:46.0928581Z,2018-02-06T16:47:28.442Z,0b494aed-661a-4f85-8e06-3d766907ae5c,16.77,0.71,105.0
Dotyk.Application.News,2018-02-06T16:55:33.893629Z,2018-02-06T16:56:13.786Z,891cc318-01c7-4047-8393-2e943f277e5e,16.92,0.66,105.0
Dotyk.Application.News,2018-02-06T16:56:15.0222199Z,2018-02-06T16:56:18.084Z,9ae13d65-c14a-4c32-a5ba-2192c5a3221d,16.93,0.05,39.0
Dotyk.Application.News,2018-02-06T16:56:58.4475804Z,2018-02-06T17:44:43.316Z,d6b3c669-6add-43ba-8ec9-1e437248b339,16.93,47.75,65.0
Dotyk.Application.News,2018-02-06T16:58:17.2984898Z,2018-02-06T16:58:52.948Z,56d2f220-5e04-4d25-8be9-e971d59f049a,16.97,0.59,142.0
Dotyk.Application.News,2018-02-06T17:01:40.1377511Z,2018-02-06T17:01:47.599Z,26f3e79b-0409-441a-bc47-89948e26ea7d,17.02,0.12,39.0
Dotyk.Application.News,2018-02-06T17:05:58.5276233Z,2018-02-06T17:06:19.057Z,1a755769-f362-40e9-8696-d925ba711892,17.08,0.34,155.0
Dotyk.Application.News,2018-02-06T17:43:45.1330178Z,2018-02-06T18:10:21.46Z,5d992c71-69e0-4ce7-a43f-3fc28a76be9f,17.72,26.61,35.0
Dotyk.Application.News,2018-02-06T17:45:14.24217Z,2018-02-06T17:45:16.654Z,4ef03acc-4645-4b80-b461-4209b74bb913,17.75,0.04,105.0
Dotyk.Application.News,2018-02-06T19:35:21.2305447Z,2018-02-06T19:35:29.392Z,bb0068f1-7858-4ad7-b764-6f55c869f661,19.58,0.14,115.0
Dotyk.Application.News,2018-02-06T20:47:17.5527616Z,2018-02-06T21:33:28.891Z,f7f11655-9cb6-4289-a58e-ccbfa7c36216,20.78,46.19,48.0
Dotyk.Application.News,2018-02-06T22:03:18.3634446Z,2018-02-06T22:03:32.328Z,8624e6a2-84be-444a-884a-af8ffc06abb1,22.05,0.23,142.0
Dotyk.Application.News,2018-02-07T15:00:16.7506842Z,2018-02-07T15:00:30.908Z,8ea815c0-90d9-48e8-9470-2196daab3a79,15.0,0.24,185.0
Dotyk.Application.News,2018-02-07T16:09:27.6964409Z,2018-02-07T16:11:17.107Z,0bab2ce7-f413-4e61-b038-b120a2574912,16.15,1.82,399.0
Dotyk.Application.News,2018-02-07T16:09:37.8375841Z,2018-02-07T17:52:32.342Z,a8379f54-8186-4814-bf98-2dcfcfd04677,16.15,102.91,105.0
Dotyk.Application.News,2018-02-07T16:34:09.7382188Z,2018-02-07T16:34:29.129Z,98b31b0e-32bd-44b8-9ad6-bfe6b904ab98,16.57,0.32,115.0
Dotyk.Application.News,2018-02-07T16:48:02.5364956Z,2018-02-07T16:48:41.128Z,ea25cec7-0ec1-4845-b7c9-1e52ac4c27a6,16.8,0.64,109.0
Dotyk.Application.News,2018-02-07T17:32:28.1207882Z,2018-02-07T18:11:41.883Z,98004cd9-9d19-44a0-a4ab-2fd717de4aa0,17.53,39.23,65.0
Dotyk.Application.News,2018-02-07T19:16:44.5143032Z,2018-02-07T19:16:48.241Z,461e482f-e611-41f6-952a-ee70a6d06086,19.27,0.06,165.0
Dotyk.Application.News,2018-02-07T19:43:37.3870124Z,2018-02-07T19:44:18.101Z,9de0f30c-dcbd-4268-90b3-734634f0edfc,19.72,0.68,185.0
Dotyk.Application.News,2018-02-07T19:43:59.8635928Z,2018-02-07T19:44:12.537Z,a42567c4-90a9-435d-a502-d17d667b15cb,19.72,0.21,75.0
Dotyk.Application.News,2018-02-07T19:47:42.0084073Z,2018-02-07T19:47:56.309Z,028e1027-3038-47f8-835d-7d1d926df30a,19.78,0.24,129.0
Dotyk.Application.News,2018-02-07T20:09:25.7328634Z,2018-02-07T20:09:29.465Z,bc983891-f65c-4732-951f-d73032a215cd,20.15,0.06,165.0
Dotyk.Application.News,2018-02-07T20:13:45.2539703Z,2018-02-07T21:03:04.81Z,0c6efe5c-70c4-45bb-83a0-cb0c3f3a081f,20.22,49.33,30.0
Dotyk.Application.News,2018-02-07T21:20:51.9331416Z,2018-02-07T21:21:27.63Z,42348282-99bb-4bda-80cc-7740f7ba2db4,21.33,0.59,19.0
Dotyk.Application.News,2018-02-08T08:37:00.9810944Z,2018-02-08T08:37:47.489Z,1c418185-ebab-44f1-90e8-f0ebc369d3d9,8.62,0.78,109.0
Dotyk.Application.News,2018-02-08T11:48:24.3090483Z,2018-02-08T16:10:18.615Z,8ec1a20c-6296-40e9-b9ec-4a3eef9ffb24,11.8,261.91,165.0
Dotyk.Application.News,2018-02-08T13:07:20.3497962Z,2018-02-08T13:07:40.466Z,a23fe7d0-142c-4abc-af7d-c75abe038dfe,13.12,0.34,129.0
Dotyk.Application.News,2018-02-08T13:10:19.738573Z,2018-02-08T13:10:23.355Z,368a017a-be4a-4d24-8e44-c1536d86e01f,13.17,0.06,105.0
Dotyk.Application.News,2018-02-08T13:19:39.309643Z,2018-02-08T13:19:49.51Z,0fd91979-a6c5-4c98-848b-2ae55818b384,13.32,0.17,30.0
Dotyk.Application.News,2018-02-08T13:25:43.2686439Z,2018-02-08T13:25:54.708Z,e233a25e-e3b3-423c-a378-098046520fa1,13.42,0.19,105.0
Dotyk.Application.News,2018-02-08T15:23:42.2425167Z,2018-02-08T15:24:12.131Z,ae915867-cee8-45c1-9f17-78f66bc984c9,15.38,0.5,39.0
Dotyk.Application.News,2018-02-08T15:28:56.0821756Z,2018-02-08T15:29:57.517Z,27ecb4a0-5925-4e4f-8907-e8142361212c,15.47,1.02,39.0
Dotyk.Application.News,2018-02-08T16:02:18.0970016Z,2018-02-08T19:10:10.1Z,e5987eba-b3e8-4ab4-b042-208d310d3275,16.03,187.87,105.0
Dotyk.Application.News,2018-02-08T16:57:04.8816172Z,2018-02-08T16:57:45.658Z,e02e5418-edcc-4218-aaa8-a8486cf5aa0f,16.95,0.68,115.0
Dotyk.Application.News,2018-02-08T17:21:34.8823069Z,2018-02-08T17:21:55.645Z,b61b2d0e-5800-4cf1-8280-2c6226bb419f,17.35,0.35,89.0
Dotyk.Application.News,2018-02-08T17:21:39.7887105Z,2018-02-08T17:22:02.02Z,79471410-2017-4b3b-ab77-6c99a010b36a,17.35,0.37,25.0
Dotyk.Application.News,2018-02-08T18:06:14.0961894Z,2018-02-08T18:39:28.546Z,e5b55bc3-e069-452f-bae7-322866f9b6f3,18.1,33.24,45.0
Dotyk.Application.News,2018-02-08T18:09:57.0009462Z,2018-02-08T18:11:33.023Z,2c606921-657c-4281-b6f1-ecc26fb6acb6,18.15,1.6,25.0
Dotyk.Application.News,2018-02-08T18:13:48.2750413Z,2018-02-08T18:13:57.709Z,7a686c15-37e0-4ce9-b188-272e7c3bf8f4,18.22,0.16,33.0
Dotyk.Application.News,2018-02-08T18:15:22.8847433Z,2018-02-08T19:39:48.929Z,8d5ea35a-1165-4427-a7aa-b3b7108b69e9,18.25,84.43,129.0
Dotyk.Application.News,2018-02-08T18:37:51.9689476Z,2018-02-08T18:38:18.79Z,a9e8a08d-582b-44a5-a248-adec9e278e5f,18.62,0.45,132.0
Dotyk.Application.News,2018-02-08T19:11:23.8243799Z,2018-02-08T19:13:18.289Z,1ba0552f-c5ec-432d-9bb8-7d27777467d2,19.18,1.91,105.0
Dotyk.Application.News,2018-02-08T19:38:29.7849293Z,2018-02-08T19:38:41.684Z,e16820c0-e8f0-449c-a995-756dc8b19cdc,19.63,0.2,105.0
Dotyk.Application.News,2018-02-08T19:49:07.7733003Z,2018-02-08T19:50:47.328Z,c0417a5a-246e-4e7a-bfd4-b7ca77ab459e,19.82,1.66,129.0
Dotyk.Application.News,2018-02-08T20:00:15.4450394Z,2018-02-08T20:00:22.476Z,38ca52bf-c2f7-4f83-b5a3-8aebe84a03bf,20.0,0.12,129.0
Dotyk.Application.News,2018-02-08T20:20:14.4791077Z,2018-02-08T20:20:18.786Z,d6bb754e-6b73-4628-93dd-ae0974b57611,20.33,0.07,72.0
Dotyk.Application.News,2018-02-08T20:35:34.435145Z,2018-02-08T20:41:41.624Z,b7a2eded-9b39-4ea0-aa00-78b4e032908c,20.58,6.12,165.0
Dotyk.Application.News,2018-02-09T10:47:46.5331333Z,2018-02-09T10:48:23.836Z,c9a10883-2e43-4413-ab9a-c864b790e016,10.78,0.62,25.0
Dotyk.Application.News,2018-02-09T12:19:17.2016561Z,2018-02-09T12:19:55.078Z,1f09bc04-a2c3-41b2-8ccd-6cdfb4843167,12.32,0.63,19.0
Dotyk.Application.News,2018-02-09T12:46:24.17654Z,2018-02-09T12:46:43.092Z,af9b97f0-a4d2-4332-ad0f-fda7a7fc27d2,12.77,0.32,115.0
Dotyk.Application.News,2018-02-09T13:12:29.4308413Z,2018-02-09T13:12:47.942Z,ab0fded6-b0e9-42cd-9f04-e210fd249fb2,13.2,0.31,72.0
Dotyk.Application.News,2018-02-09T13:13:31.0545627Z,2018-02-09T13:15:29.817Z,4b9f95bc-fba0-4509-a402-8b30b490ca30,13.22,1.98,19.0
Dotyk.Application.News,2018-02-09T13:24:43.9183114Z,2018-02-09T13:24:52.718Z,9344a649-34b5-4446-b3df-e437d2641a1c,13.4,0.15,19.0
Dotyk.Application.News,2018-02-09T13:43:16.7884991Z,2018-02-09T13:43:46.972Z,356e19f4-1879-43d6-b336-4968e14bb22c,13.72,0.5,48.0
Dotyk.Application.News,2018-02-09T15:14:37.0937798Z,2018-02-09T15:29:21.862Z,0c6220b4-d12c-4265-948a-8faf8b262ff7,15.23,14.75,145.0
Dotyk.Application.News,2018-02-09T15:18:29.9487485Z,2018-02-09T15:18:44.341Z,6eb51ecf-5ae5-42c4-b0b6-7d5bb9c16747,15.3,0.24,52.0
Dotyk.Application.News,2018-02-09T16:23:26.621485Z,2018-02-09T16:57:05.914Z,377e516a-0d52-4196-a2cd-39f0ea1489e3,16.38,33.65,19.0
Dotyk.Application.News,2018-02-09T17:27:25.806403Z,2018-02-09T17:27:55.685Z,7a33f276-51d4-4ffc-bf1c-b6e05713ee66,17.45,0.5,52.0
Dotyk.Application.News,2018-02-09T17:28:28.1981723Z,2018-02-09T17:28:40.011Z,90726ef6-ac5f-4dc7-8ccb-3cf3a6f7dcb1,17.47,0.2,25.0
Dotyk.Application.News,2018-02-09T17:38:28.6203756Z,2018-02-09T18:28:00.738Z,d7d6ac2c-1325-474e-b5f3-91f4c06732fe,17.63,49.54,132.0
Dotyk.Application.News,2018-02-09T17:48:03.778902Z,2018-02-09T17:49:29.468Z,1863c218-bb64-4843-9cfc-73a8609b5419,17.8,1.43,52.0
Dotyk.Application.News,2018-02-09T18:12:52.5996487Z,2018-02-09T18:12:57.133Z,f5da1076-7a96-40f5-9e04-9317f00c7e2b,18.2,0.08,125.0
Dotyk.Application.News,2018-02-09T18:39:56.999721Z,2018-02-09T18:40:14.586Z,b3409947-68dd-4ce8-b669-2e3035703f49,18.65,0.29,52.0
Dotyk.Application.News,2018-02-09T18:45:27.5199843Z,2018-02-09T18:48:29.981Z,e70e21ca-df5f-4c7c-afdf-ff88ac2d7a65,18.75,3.04,52.0
Dotyk.Application.News,2018-02-09T18:52:26.0042692Z,2018-02-09T19:49:52.332Z,8f332cf5-b2e8-49d1-a275-dbe09e51f9d9,18.87,57.44,72.0
Dotyk.Application.News,2018-02-09T19:27:30.996245Z,2018-02-09T19:28:15.623Z,2e464680-753b-4332-ba7a-abe688abb78d,19.45,0.74,115.0
Dotyk.Application.News,2018-02-09T20:17:56.476545Z,2018-02-09T20:18:44.918Z,77c0e70f-1a0a-4e94-9871-f1ef46b02e55,20.28,0.81,65.0
Dotyk.Application.News,2018-02-09T20:56:23.3277141Z,2018-02-09T21:03:50.11Z,dc16f706-36a7-4ccf-820c-a20810f220de,20.93,7.45,52.0
Dotyk.Application.News,2018-02-09T21:49:20.3153294Z,2018-02-09T21:49:41.291Z,84801b92-0eeb-4fce-9d39-cf4bc0c83c4e,21.82,0.35,115.0
Dotyk.Application.News,2018-02-09T23:25:17.0343423Z,2018-02-09T23:26:45.072Z,7d0659e0-cec0-4a75-baba-d06ebf524863,23.42,1.47,25.0
Dotyk.Application.News,2018-02-10T16:15:31.093229Z,2018-02-10T16:15:39.47Z,aa7e3e00-169d-4eb3-ae6f-33b6bb1f71c1,16.25,0.14,38.0
Dotyk.Application.News,2018-02-10T16:15:31.5980164Z,2018-02-10T16:15:55.545Z,9ab9004c-8fa6-47ca-9c6d-441af18a25b6,16.25,0.4,132.0
Dotyk.Application.News,2018-02-10T16:57:34.1429848Z,2018-02-10T16:57:48.475Z,053c9977-ede2-4598-979d-c4a3c17b188c,16.95,0.24,27.0
Dotyk.Application.News,2018-02-10T17:16:36.5607454Z,2018-02-10T17:17:08.363Z,9b3fdc21-8241-4292-a37f-241682b484e5,17.27,0.53,65.0
Dotyk.Application.News,2018-02-10T17:19:34.7555115Z,2018-02-10T17:20:08.454Z,01903862-8f51-42c9-ac68-d82b1dd5a0ed,17.32,0.56,165.0
Dotyk.Application.News,2018-02-10T17:46:22.1106227Z,2018-02-10T17:47:23.357Z,c1aa07f7-b611-481e-a085-bd70568930dd,17.77,1.02,55.0
Dotyk.Application.News,2018-02-10T17:51:21.2238436Z,2018-02-10T17:51:46.824Z,e146c1b4-6c75-4bda-86c5-3102526573f1,17.85,0.43,165.0
Dotyk.Application.News,2018-02-10T18:20:38.0143075Z,2018-02-10T19:04:14.917Z,69d426be-c801-4aad-8465-93383ce28738,18.33,43.62,89.0
Dotyk.Application.News,2018-02-10T19:11:44.1094668Z,2018-02-10T19:12:28.975Z,4aa07e4e-725c-4866-a556-c3726fb554d3,19.18,0.75,89.0
Dotyk.Application.News,2018-02-10T19:15:30.0886704Z,2018-02-10T19:16:14.408Z,c78ba444-adf7-489b-b5f2-f05d958561e4,19.25,0.74,165.0
Dotyk.Application.News,2018-02-10T20:11:22.6660134Z,2018-02-10T20:11:35.496Z,5d58ce26-1002-456b-8917-736759e71fbd,20.18,0.21,58.0
Dotyk.Application.News,2018-02-10T20:20:14.1872578Z,2018-02-10T20:22:23.27Z,a5656e2a-9144-4cd3-a231-10cc9db8cca8,20.33,2.15,65.0
Dotyk.Application.News,2018-02-10T20:22:47.8580369Z,2018-02-10T20:45:40.57Z,27a9f60f-e972-4383-bf51-37b2a73bfdaf,20.37,22.88,65.0
Dotyk.Application.News,2018-02-10T21:15:15.7239939Z,2018-02-10T21:15:25.452Z,0bed9bca-3df6-4754-8b0a-533f746cc225,21.25,0.16,38.0
Dotyk.Application.News,2018-02-10T22:43:50.1783533Z,2018-02-10T22:44:21.727Z,b2b0f8d8-161a-44b7-a26c-57a88d055115,22.72,0.53,35.0
Dotyk.Application.News,2018-02-10T23:29:11.7375729Z,2018-02-10T23:29:19.695Z,63385896-ae6d-4bec-ab88-3c90188f53c3,23.48,0.13,27.0
Dotyk.Application.News,2018-02-11T10:13:06.0172258Z,2018-02-11T10:43:01.806Z,7ca19660-8cad-4228-92f5-062f140c28ce,10.22,29.93,350.0
Dotyk.Application.News,2018-02-11T10:26:39.3052331Z,2018-02-11T10:28:22.198Z,03e26397-5d86-4b5e-8c5a-732a3d180c8e,10.43,1.71,98.0
